,0
116,0.01152266828983149
117,0.011477791196632739
118,0.011415150410580905
119,0.01133145403648149
120,0.011259306908489645
121,0.011257311225436013
122,0.011210683736992839
123,0.01105562645142678
124,0.011012081884125618
125,0.010903325338566883
126,0.010841880938350278
127,0.010732579183230718
128,0.010750499763874377
129,0.01068773340719861
130,0.010517151109322167
131,0.011096849731753027
132,0.010512738145483317
133,0.010370839962219913
134,0.010384266771584194
135,0.010300392226071162
136,0.010356099469245237
137,0.010125691023548437
138,0.010196378440265675
139,0.010387375300580254
140,0.009935110962057197
141,0.010043980305408581
142,0.00984713047356446
143,0.009839103750504166
144,0.009774615911770463
145,0.009672694944068343
146,0.009698636874810873
147,0.009671664669106532
148,0.009515127265413946
149,0.009544374965029039
150,0.0094833605619373
151,0.00941608839444988
152,0.009320022982962561
153,0.009390190109511752
154,0.00925414794790129
155,0.009230283087651522
156,0.009291476401258492
157,0.009149001069667118
158,0.00906025142606905
159,0.009159265312224994
160,0.009009947483187812
161,0.008991934046584328
162,0.008775027558948757
163,0.008859283353560348
164,0.008770022439679394
165,0.008674923032060819
166,0.008672735725189014
167,0.00865211439924134
168,0.008578031680454262
169,0.00855114362148695
170,0.008466473137718497
171,0.008479278711766274
172,0.008425360394424911
173,0.008377904570420898
174,0.008297626896942334
175,0.008228375874461026
176,0.008230545879113864
177,0.008229404453038349
178,0.00817755365514613
179,0.008088416618863737
180,0.00795775022449319
181,0.00813592403132224
182,0.007968870265125019
183,0.007989741980964672
184,0.007925723115882152
185,0.00785305393240175
186,0.007799410656111219
187,0.007881061516619981
188,0.007741600178080146
189,0.007610637981990162
190,0.007605470447169989
191,0.007641008041410038
192,0.007655181674660184
193,0.007560841384933746
194,0.00750132763314054
195,0.007376554320169072
196,0.0074301523203103015
197,0.007440596080873579
198,0.0073436890753701845
199,0.007344657516548367
200,0.007334497076325852
201,0.0071898614508096445
202,0.007159486603447488
203,0.00724561392940448
204,0.007091215522875261
205,0.007146625509647628
206,0.007054453993326549
207,0.0069986065307391515
208,0.006967994165797183
209,0.007018406260373309
210,0.006919798434948236
211,0.006903411717274606
212,0.0068589130915373085
213,0.006800167798558193
214,0.0068032825489983345
215,0.006769907273856621
216,0.00670964115508634
217,0.006669335856399376
218,0.006634883827002191
219,0.006597544485891269
220,0.00672853696185894
221,0.006530471633529371
222,0.006491929453350954
223,0.006527419132098265
224,0.006453709904485586
225,0.006405917670169794
226,0.006337855742978783
227,0.006426089581055535
228,0.006350996133303208
229,0.006225777572943342
230,0.006332307087889917
231,0.006207008184324293
232,0.006274238985549534
233,0.006184593829931987
234,0.0061602453517537945
235,0.006177745820984703
236,0.006058870745979556
237,0.006056933343274064
238,0.006076109576763243
239,0.006038757375849567
240,0.005969167985380925
241,0.005857904831147905
242,0.005982173061440551
243,0.0060857081753784474
244,0.005998027283539327
245,0.005674525843977012
246,0.005943924039724571
247,0.005755717378391818
248,0.005732872295143851
249,0.005695470691517342
250,0.0057544635436511705
251,0.005655734130728988
252,0.00558722207425485
253,0.005558068356157906
254,0.005576199063200325
255,0.005521206510879292
256,0.005554069652688609
257,0.0055026545799178985
258,0.005466972088318107
259,0.005360325366881382
260,0.005460655729185876
261,0.0053492554233277815
262,0.005339486702813894
263,0.00529664946648565
264,0.005325206463465627
265,0.005273855729601589
266,0.0052951692427691205
267,0.00517620595691409
268,0.0052018504149122895
269,0.005179267958437723
270,0.005061869115478682
271,0.005142751315064653
272,0.005122681057821303
273,0.005078268984221701
274,0.005121589008611586
275,0.004952751397201344
276,0.005060854086513751
277,0.004928273493664786
278,0.0049744968130417426
279,0.005008958529308157
280,0.004830464336513302
281,0.004861638925697025
282,0.004982594426255671
283,0.004748339465785952
284,0.004819497110484063
285,0.00479633803745785
286,0.004788632094590604
287,0.004673979165098899
288,0.004759275427943284
289,0.004714247062553525
290,0.004686809382930438
291,0.004623896247314436
292,0.004635505171860318
293,0.004643086343837572
294,0.00459358193280988
295,0.004583509559736781
296,0.004535270462324275
297,0.004476143832052409
298,0.004452400182235722
299,0.0043930843514418125
300,0.004426455436542134
301,0.004457779627187583
302,0.004469775346052144
303,0.004462235899836581
304,0.004297677701679337
305,0.004272079968613782
306,0.004283405812881457
307,0.004275788954366548
308,0.004203326986249277
309,0.004277506662541191
310,0.004240166484809905
311,0.0040808433142290506
312,0.004123518031811379
313,0.004168948415993746
314,0.004103235115701109
315,0.004047450884173955
316,0.0040867203456761685
317,0.004047076219269826
318,0.004104930881749528
319,0.004023365854330055
320,0.003992514292297311
321,0.003972711002469754
322,0.003946714166082542
323,0.003864782763524083
324,0.003936754598211543
325,0.003910223227392326
326,0.003910421295522252
327,0.0038728182664676514
328,0.003796758199510456
329,0.0038262704008086576
330,0.003756504867465104
331,0.0038419222706295945
332,0.004014648527348559
333,0.003629315848204983
334,0.0038569073249098166
335,0.0036702956341494427
336,0.0036271003360476457
337,0.003726386105207981
338,0.00361379979906621
339,0.0036726957252854516
340,0.003586954100757325
341,0.0035969386515684
342,0.003585667581939682
343,0.003590247063132467
344,0.003474456408050555
345,0.003487168648021364
346,0.003508014903053714
347,0.0038538675953492894
348,0.003274567021932115
349,0.0035582041700202597
350,0.00342328645022145
351,0.0034412779848776386
352,0.0033904978634420975
353,0.0034149366018070212
354,0.0033028287245890965
355,0.0033280419672159054
356,0.00328511906912909
357,0.0032574166314685966
358,0.0033749886913027297
359,0.0031706412983621294
360,0.00327256011003478
361,0.003226921563692714
362,0.0032514365219252234
363,0.003262280173494265
364,0.0031414790670937724
365,0.0031865200061644543
366,0.0030499352823328053
367,0.003153561907536997
368,0.00309810605539029
369,0.0030579121091829525
370,0.00308777291492739
371,0.003084728757306131
372,0.003058169439294207
373,0.0029791660275422915
374,0.0029480653549422515
375,0.0030334162126409215
376,0.0029111618696893793
377,0.0029614884099996306
378,0.002946295257820558
379,0.002957055494195821
380,0.002969745016091447
381,0.0027526916235694624
382,0.0028898732551094486
383,0.0028975864739249537
384,0.0028213677711263624
385,0.003350386825093566
386,0.002715180377322494
